Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2022-09-18,Widget A,East,431,23,Male,1.6
2027-08-09,Widget A,West,602,52,Female,2.2
2026-01-12,Widget B,East,178,50,Male,3.7
2025-12-18,Widget C,East,684,35,Female,2.3
2023-04-05,Widget D,North,787,54,Female,4.2
2022-10-28,Widget D,West,495,30,Female,1.5
2028-05-23,Widget A,South,707,27,Female,4.1
2023-09-22,Widget C,East,956,54,Male,1.3
2022-09-27,Widget B,South,202,43,Male,1.1
2027-06-17,Widget A,North,501,63,Male,4.6
2026-06-17,Widget C,North,323,34,Female,3.3
2026-12-07,Widget C,West,617,18,Male,2.4
2024-05-11,Widget C,North,733,42,Female,1.9
2025-07-04,Widget B,North,335,51,Male,3.5
2027-12-21,Widget B,South,526,56,Male,3.0
2026-12-05,Widget D,North,215,27,Male,5.0
2026-09-03,Widget D,North,262,37,Female,4.9
2028-06-18,Widget C,East,325,24,Male,3.5
2023-07-30,Widget C,North,329,33,Female,2.8
2027-06-27,Widget B,East,281,54,Female,3.0
2025-07-31,Widget D,North,348,46,Female,3.7
2027-05-11,Widget C,North,417,29,Male,1.4
2027-07-14,Widget D,West,309,34,Male,2.3
2028-01-22,Widget D,West,755,65,Female,1.3
2028-06-10,Widget C,East,491,37,Female,1.3
2026-07-14,Widget B,North,956,43,Female,1.8
2026-04-29,Widget C,South,195,65,Female,2.9
2027-01-22,Widget C,West,993,36,Female,4.1
2028-01-13,Widget D,South,957,64,Male,2.9
2025-10-22,Widget C,West,855,29,Male,2.3
2026-10-09,Widget B,West,185,38,Male,1.3
2027-04-10,Widget C,North,514,59,Female,3.2
2023-09-12,Widget B,West,493,51,Female,2.1
2025-06-28,Widget B,South,795,24,Male,3.5
2024-08-14,Widget D,West,732,62,Male,4.9
2027-04-24,Widget A,East,943,52,Female,1.4
2028-07-09,Widget A,North,600,32,Female,1.8
2024-08-26,Widget D,North,703,18,Female,2.9
2025-08-09,Widget C,East,681,43,Male,4.9
2024-11-09,Widget D,East,232,52,Female,4.1
2022-10-09,Widget B,East,890,42,Female,4.6
2027-12-07,Widget A,West,748,59,Female,2.3
2024-11-24,Widget D,North,413,32,Male,5.0
2022-07-17,Widget C,East,798,39,Female,1.4
2024-12-18,Widget D,West,320,23,Male,1.2
2025-03-30,Widget A,East,537,69,Female,4.4
2024-10-05,Widget D,South,145,32,Female,4.7
2025-05-14,Widget D,South,889,41,Male,1.4
2024-11-01,Widget A,North,291,38,Female,1.5
2023-05-05,Widget B,West,619,24,Male,1.1
2022-10-03,Widget B,South,478,46,Female,1.4
2028-04-08,Widget A,South,887,49,Male,1.8
2025-05-24,Widget D,West,790,49,Female,4.9
2025-06-28,Widget A,East,433,22,Male,3.7
2022-05-06,Widget B,West,138,21,Male,4.1
2022-08-05,Widget C,East,392,39,Female,4.1
2025-04-23,Widget D,South,789,35,Male,3.1
2025-05-31,Widget B,South,261,52,Female,4.2
2028-10-10,Widget D,South,430,34,Male,3.4
2024-07-07,Widget A,North,985,67,Female,2.3
2025-08-10,Widget C,North,203,67,Female,3.2
2028-01-08,Widget A,North,260,41,Female,3.1
2028-08-28,Widget C,West,898,19,Female,4.3
2026-07-20,Widget D,South,734,30,Male,4.9
2022-11-04,Widget D,South,153,32,Female,2.6
2025-09-21,Widget A,West,133,22,Female,4.1
2027-05-24,Widget C,North,341,20,Female,1.4
2024-06-10,Widget C,West,989,54,Female,4.1
2023-01-10,Widget D,North,212,54,Female,2.5
2027-07-27,Widget A,South,417,54,Male,1.2
2025-09-26,Widget C,East,122,20,Female,2.5
2022-05-09,Widget D,North,657,52,Male,3.4
2024-10-11,Widget B,South,923,69,Male,1.5
2026-12-05,Widget A,South,746,40,Female,4.7
2025-10-13,Widget B,East,217,45,Female,1.3
2023-06-01,Widget A,South,800,47,Male,4.7
2026-02-27,Widget D,South,742,35,Male,3.8
2022-03-27,Widget C,North,311,69,Male,2.3
2025-04-13,Widget C,North,517,53,Female,2.6
2028-06-16,Widget C,East,212,50,Male,4.0
2025-02-16,Widget A,East,143,43,Male,3.4
2028-10-10,Widget D,South,227,65,Female,3.7
2027-06-17,Widget B,North,975,57,Male,2.6
2027-12-02,Widget D,East,257,34,Female,3.0
2022-10-30,Widget B,East,884,57,Male,5.0
2023-08-11,Widget A,West,926,24,Female,1.9
2024-09-13,Widget A,East,493,25,Male,2.7
2027-02-07,Widget B,South,966,48,Female,2.2
2022-12-11,Widget B,North,951,29,Female,4.1
2024-03-24,Widget B,East,611,65,Male,4.1
2027-06-11,Widget D,West,144,48,Female,2.2
2025-08-03,Widget B,North,207,61,Male,1.3
2027-06-23,Widget A,East,318,36,Female,1.0
2026-08-05,Widget A,West,542,27,Female,2.7
2025-08-20,Widget C,East,929,56,Female,2.6
2024-12-28,Widget B,North,414,29,Female,5.0
2028-08-05,Widget D,North,276,37,Female,2.9
2024-10-06,Widget D,North,327,54,Female,2.0
2023-12-05,Widget D,South,802,65,Female,4.6
2023-07-29,Widget C,East,771,58,Male,3.0
2026-05-28,Widget A,South,366,24,Male,3.4
2025-01-17,Widget D,North,969,69,Female,1.4
2023-11-19,Widget A,West,937,31,Female,2.5
2023-05-04,Widget C,East,478,28,Female,4.8
2025-09-09,Widget B,South,588,24,Male,3.4
2023-05-09,Widget B,East,801,46,Female,2.4
2026-07-26,Widget B,West,786,27,Male,3.5
2026-06-26,Widget D,South,389,46,Female,4.6
2022-01-19,Widget B,North,456,26,Female,2.1
2028-09-10,Widget D,South,756,53,Female,3.0
2024-09-27,Widget C,East,843,65,Female,4.8
2024-04-30,Widget C,East,971,27,Female,1.7
2025-10-20,Widget D,East,303,36,Male,3.9
2025-09-16,Widget A,East,312,48,Female,3.5
2025-09-29,Widget B,North,651,34,Male,3.7
2024-04-01,Widget B,South,886,26,Male,2.4
2023-03-31,Widget B,North,422,62,Female,2.3
2026-06-13,Widget D,North,693,50,Female,3.7
2023-12-12,Widget C,North,280,51,Female,1.9
2027-12-31,Widget B,East,598,62,Male,2.7
2024-07-05,Widget C,East,419,41,Male,1.8
2026-02-05,Widget B,East,182,26,Male,1.0
2025-12-11,Widget B,South,402,24,Female,4.9
2022-11-01,Widget D,West,361,33,Male,2.7
2024-01-06,Widget A,East,883,36,Male,4.9
2028-05-27,Widget D,South,299,56,Male,1.6
2027-05-18,Widget B,East,339,23,Female,3.3
2027-11-20,Widget B,East,791,67,Male,1.8
2027-07-03,Widget A,North,782,68,Male,4.2
2024-08-19,Widget C,North,394,28,Female,4.1
2024-10-23,Widget C,North,611,29,Female,1.5
2027-11-03,Widget B,South,788,59,Female,4.6
2028-07-03,Widget C,West,980,30,Male,1.8
2026-01-13,Widget B,West,495,29,Male,3.5
2027-05-02,Widget A,South,848,38,Male,4.9
2025-03-23,Widget A,East,237,27,Female,4.5
2023-10-27,Widget B,South,938,37,Male,4.8
2022-01-12,Widget A,East,977,67,Female,2.4
2025-03-02,Widget D,South,922,53,Female,1.4
2022-10-31,Widget D,South,228,45,Male,1.8
2026-10-30,Widget A,South,148,41,Male,3.0
2022-02-12,Widget B,West,775,22,Male,4.2
2024-08-01,Widget B,North,888,54,Female,1.6
2028-07-18,Widget A,South,392,29,Female,3.6
2025-09-11,Widget C,West,727,52,Male,2.3
2028-08-08,Widget D,North,635,57,Female,2.4
2024-06-09,Widget C,North,410,19,Male,3.6
2028-10-10,Widget B,South,636,67,Male,2.9
2024-10-01,Widget B,East,738,58,Male,4.2
2022-01-21,Widget C,East,333,62,Female,1.6
2023-02-11,Widget A,East,308,56,Female,4.2
2024-10-11,Widget C,South,704,59,Male,1.3
2022-12-02,Widget C,East,193,26,Male,1.8
2027-01-13,Widget D,West,426,39,Female,3.6
2025-02-21,Widget D,West,324,64,Male,4.4
2028-09-12,Widget C,West,989,22,Female,2.0
2027-01-02,Widget C,West,891,29,Male,2.3
2023-12-16,Widget B,North,110,18,Female,3.1
2022-02-20,Widget D,West,428,61,Male,1.8
2022-11-20,Widget D,East,111,39,Female,4.2
2024-02-28,Widget B,South,134,55,Male,4.1
2022-05-21,Widget A,East,546,68,Female,1.6
2023-04-15,Widget D,West,551,36,Female,2.9
2024-02-26,Widget D,North,839,33,Female,4.1
2026-12-31,Widget A,West,319,48,Female,2.3
2025-09-19,Widget D,South,540,68,Male,3.5
2027-04-01,Widget D,East,752,20,Female,1.2
2024-08-21,Widget A,South,634,40,Female,3.4
2023-01-08,Widget A,South,694,59,Male,1.6
2026-08-20,Widget C,South,328,35,Female,4.3
2025-03-25,Widget B,East,443,43,Male,2.4
2028-05-27,Widget B,West,179,30,Female,2.1
2026-07-30,Widget A,South,452,35,Female,4.4
2022-04-16,Widget A,East,495,20,Female,1.2
2025-12-14,Widget D,North,389,40,Female,2.6
2026-08-09,Widget C,East,554,20,Female,2.5
2022-01-02,Widget C,North,942,42,Female,2.1
2027-11-08,Widget A,East,770,44,Male,4.6
2022-12-16,Widget D,West,227,61,Male,4.0
2025-07-10,Widget D,South,801,44,Female,1.3
2024-11-28,Widget B,West,642,69,Female,3.9
2028-01-16,Widget B,East,997,56,Male,3.1
2028-06-17,Widget D,South,458,42,Male,4.6
2023-03-21,Widget B,North,626,41,Female,2.3
2028-06-03,Widget A,East,412,25,Female,3.3
2024-08-09,Widget D,South,174,26,Female,3.0
2022-02-05,Widget B,North,645,63,Female,3.0
2025-01-12,Widget C,North,970,54,Female,2.8
2026-01-15,Widget D,West,295,47,Female,1.8
2026-12-04,Widget D,East,942,36,Male,4.0
2027-01-20,Widget C,North,128,33,Female,2.8
2025-11-09,Widget A,South,805,41,Female,4.8
2025-04-10,Widget C,North,115,61,Male,2.0
2025-10-31,Widget D,North,522,38,Male,3.7
2026-09-05,Widget A,West,688,53,Male,4.8
2025-10-17,Widget B,West,904,57,Male,3.7
2027-12-29,Widget B,South,692,56,Female,4.5
2025-07-24,Widget B,West,504,64,Male,4.3
2025-05-28,Widget D,North,735,23,Male,2.4
2023-06-05,Widget C,North,630,22,Female,3.4
2026-12-12,Widget A,West,713,31,Male,1.6
2022-01-10,Widget B,North,176,62,Male,3.1
2024-09-10,Widget A,North,328,59,Female,1.9
2028-08-22,Widget D,South,396,67,Female,4.0
2026-07-15,Widget B,West,609,21,Female,3.1
2026-07-19,Widget D,North,814,25,Female,2.6
2028-01-09,Widget C,West,672,41,Female,2.1
2023-12-21,Widget D,South,637,28,Female,5.0
2024-12-08,Widget D,West,682,34,Female,1.3
2024-05-08,Widget C,North,714,67,Male,1.2
2025-08-09,Widget A,West,425,38,Male,1.9
2026-05-23,Widget C,North,462,43,Female,4.9
2022-02-19,Widget C,North,768,60,Male,4.9
2022-05-26,Widget D,North,974,65,Female,3.6
2024-07-03,Widget A,South,458,61,Male,4.5
2026-01-02,Widget B,West,805,62,Female,1.9
2028-04-08,Widget C,South,886,44,Male,4.9
2023-08-04,Widget A,West,423,33,Female,1.6
2026-05-04,Widget C,South,797,43,Male,1.4
2023-04-28,Widget C,East,425,50,Female,1.4
2025-06-03,Widget C,North,724,48,Male,3.3
2023-11-04,Widget C,North,924,65,Male,4.1
2023-09-23,Widget D,South,264,64,Female,2.5
2023-10-24,Widget A,East,672,23,Male,4.9
2028-10-02,Widget A,North,703,61,Male,2.7
2024-09-14,Widget A,West,897,25,Male,1.6
2026-03-27,Widget C,South,554,24,Male,2.9
2023-10-12,Widget D,North,252,51,Male,3.7
2024-08-26,Widget C,North,836,61,Female,4.3
2025-01-05,Widget C,South,226,31,Female,2.8
2023-03-17,Widget A,South,292,33,Male,3.4
2024-07-09,Widget C,West,726,60,Female,2.1
2024-02-09,Widget B,West,873,69,Male,3.6
2025-09-05,Widget C,North,629,26,Female,4.9
2027-01-01,Widget B,North,109,27,Male,1.2
2022-09-20,Widget C,South,191,34,Male,4.5
2026-04-27,Widget D,North,238,29,Male,3.2
2024-09-25,Widget D,North,580,23,Male,2.0
2023-12-01,Widget A,South,548,36,Female,4.8
2028-06-07,Widget C,North,432,60,Female,2.9
2026-05-23,Widget B,North,968,58,Female,2.3
2025-05-26,Widget B,East,439,46,Male,1.7
2025-01-30,Widget C,West,151,23,Female,2.0
2028-05-24,Widget B,South,806,42,Female,4.3
2025-04-05,Widget D,East,565,41,Male,3.5
2024-10-02,Widget B,West,817,42,Male,4.7
2022-02-05,Widget A,West,898,33,Male,1.9
2024-01-14,Widget D,West,574,69,Female,1.5
2026-10-31,Widget D,East,500,33,Female,1.0
2022-12-19,Widget D,East,538,23,Male,3.0
2027-04-07,Widget C,West,977,54,Female,5.0
2022-03-14,Widget C,North,704,38,Male,3.8
2025-10-08,Widget D,North,920,21,Female,2.2
2027-03-30,Widget C,East,756,51,Male,4.5
2024-12-29,Widget B,East,697,45,Female,4.1
2028-10-08,Widget C,East,608,55,Female,1.1
2023-12-09,Widget C,West,252,58,Female,4.3
2026-12-10,Widget D,North,613,45,Male,2.2
2024-08-13,Widget A,East,602,34,Male,1.6
2028-10-11,Widget A,East,953,31,Male,1.9
2022-06-09,Widget A,South,871,24,Female,2.9
2028-01-06,Widget B,West,775,39,Male,2.7
2026-10-02,Widget C,South,105,68,Female,2.2
2026-05-05,Widget A,North,599,18,Male,1.7
2022-03-08,Widget D,South,760,46,Male,4.0
2028-08-25,Widget A,South,816,69,Female,5.0
2022-02-27,Widget A,South,217,48,Female,4.1
2022-12-08,Widget C,West,584,47,Male,2.2
2025-02-27,Widget C,North,700,32,Male,2.0
2025-04-10,Widget C,South,765,35,Female,1.9
2025-05-17,Widget B,West,778,52,Female,1.5
2028-07-29,Widget B,North,567,67,Male,3.2
2026-02-03,Widget A,East,260,47,Female,3.4
2026-12-27,Widget C,South,369,51,Male,3.8
2022-04-26,Widget A,North,155,59,Male,3.7
2023-10-24,Widget D,South,327,28,Male,2.2
2026-01-05,Widget D,East,948,44,Female,2.3
2027-02-12,Widget C,North,248,41,Male,3.7
2028-05-23,Widget C,West,145,52,Male,2.4
2024-10-13,Widget D,North,243,56,Female,1.9
2022-11-07,Widget C,West,849,25,Female,2.5
2022-07-27,Widget B,North,883,68,Female,2.1
2028-10-29,Widget B,West,731,35,Male,1.4
2023-09-25,Widget C,East,439,30,Female,4.3
2027-10-04,Widget D,East,512,62,Female,4.4
2023-10-19,Widget A,East,831,41,Male,1.9
2025-11-24,Widget C,North,619,68,Male,1.3
2027-04-16,Widget C,East,443,40,Male,4.0
2026-08-07,Widget A,South,486,29,Male,1.8
2022-08-25,Widget C,East,572,66,Female,2.6
2022-12-14,Widget A,West,374,47,Male,1.3
2023-09-22,Widget D,West,452,48,Female,1.9
2026-03-21,Widget B,West,165,45,Male,4.2
2027-06-27,Widget D,North,178,39,Male,4.2
2025-06-25,Widget B,South,697,61,Female,1.8
2022-12-30,Widget A,East,735,45,Female,2.3
2028-06-26,Widget B,South,301,30,Female,1.5
2022-10-13,Widget D,South,761,42,Male,1.3
2022-05-29,Widget B,West,657,61,Male,5.0
2025-01-12,Widget A,West,212,68,Female,3.6
2028-09-19,Widget B,West,190,63,Female,3.2
2023-04-01,Widget C,North,240,24,Male,4.1
2026-11-02,Widget D,South,388,62,Female,4.4
2024-03-10,Widget C,South,829,23,Female,4.2
2025-03-30,Widget A,North,688,41,Male,1.1
2024-10-09,Widget B,North,510,36,Female,1.7
2026-03-04,Widget C,North,476,36,Male,3.6
2023-04-26,Widget C,South,483,53,Male,2.5
2026-08-14,Widget B,South,945,68,Male,4.9
2027-12-02,Widget B,West,251,26,Female,3.7
2026-05-21,Widget D,West,934,65,Female,4.8
2028-08-05,Widget C,South,850,53,Female,1.8
2022-12-07,Widget C,West,726,55,Female,4.5
2027-07-04,Widget A,North,418,57,Male,2.3
2028-11-01,Widget D,East,468,46,Male,5.0
2027-02-10,Widget A,West,705,41,Female,1.6
2024-04-14,Widget C,South,659,65,Female,3.1
2025-04-18,Widget A,West,802,22,Female,4.2
2026-09-22,Widget C,West,561,59,Female,2.7
2026-08-17,Widget C,West,111,62,Male,2.9
2022-11-07,Widget A,East,255,43,Female,4.9
2022-09-19,Widget A,North,783,31,Male,2.7
2025-12-13,Widget B,South,576,56,Female,3.4
2023-02-10,Widget B,East,500,46,Female,1.2
2027-12-31,Widget B,South,907,69,Female,4.4
2022-12-08,Widget C,South,276,23,Male,3.6
2025-09-01,Widget A,South,440,24,Female,2.6
2022-09-01,Widget D,East,156,54,Male,1.1
2023-05-05,Widget C,North,954,35,Male,3.4
2022-01-12,Widget D,South,951,40,Female,1.1
2023-07-15,Widget A,North,547,61,Male,1.0
2022-02-11,Widget C,North,302,55,Male,3.5
2023-08-17,Widget D,West,796,18,Male,1.8
2025-12-23,Widget D,East,732,21,Female,1.8
2027-01-01,Widget B,East,837,68,Male,3.6
2026-08-21,Widget B,West,301,61,Male,1.2
2022-05-14,Widget B,West,429,64,Female,2.3
2024-08-05,Widget C,North,462,52,Female,1.6
2022-03-14,Widget A,South,991,40,Male,3.3
2023-02-03,Widget A,East,553,44,Male,3.6
2025-11-29,Widget B,South,455,43,Male,3.9
2022-05-10,Widget B,South,315,69,Male,2.0
2026-12-17,Widget B,West,654,25,Female,1.4
2027-06-25,Widget D,South,986,60,Female,1.3
2022-09-23,Widget B,North,122,33,Male,2.7
2026-04-10,Widget D,West,254,58,Female,4.8
2027-06-09,Widget A,South,285,20,Male,1.9
2024-03-03,Widget C,West,348,49,Female,2.0
2028-04-19,Widget C,North,848,22,Female,1.4
2025-08-05,Widget C,North,904,37,Male,3.4
2022-06-13,Widget C,South,233,31,Male,3.7
2022-04-05,Widget D,West,420,49,Male,3.6
2026-12-11,Widget D,South,489,43,Male,4.4
2025-02-07,Widget B,South,533,64,Female,2.9
2028-07-11,Widget D,West,121,23,Female,1.5
2024-04-01,Widget B,South,972,53,Male,2.2
2022-08-26,Widget B,North,699,57,Female,3.6
2028-08-25,Widget C,West,764,68,Female,3.5
2027-05-15,Widget D,West,224,22,Male,3.1
2024-11-14,Widget D,West,178,30,Male,3.7
2026-08-04,Widget B,West,957,49,Female,3.5
2024-08-21,Widget B,South,150,33,Male,4.5
2023-06-21,Widget A,South,827,18,Male,3.3
2026-05-23,Widget A,North,275,30,Female,4.1
2027-06-03,Widget B,East,969,28,Female,2.0
2022-05-08,Widget A,East,352,25,Male,3.7
2022-04-02,Widget A,North,345,42,Female,4.6
2023-06-27,Widget B,East,838,57,Male,2.5
2024-04-25,Widget B,North,205,49,Male,4.1
2026-08-09,Widget D,South,292,41,Female,3.9
2027-01-26,Widget B,West,415,45,Female,1.2
2028-10-30,Widget B,West,401,31,Male,3.3
2023-01-25,Widget C,South,647,62,Male,1.5
2027-02-28,Widget D,West,815,20,Male,4.9
2022-02-12,Widget D,West,878,53,Female,4.2
2022-09-11,Widget D,East,367,44,Male,1.4
2024-12-19,Widget C,South,269,37,Female,1.5
2028-05-23,Widget B,East,650,64,Male,3.4
2026-03-21,Widget D,East,554,32,Female,2.4
2027-05-08,Widget D,West,750,44,Male,1.1
2028-07-20,Widget A,West,391,62,Female,3.2
2023-10-04,Widget D,South,663,58,Male,2.6
2028-08-26,Widget B,West,898,45,Male,1.4
2023-11-21,Widget B,West,900,42,Male,4.2
2025-06-30,Widget A,South,240,59,Male,4.7
2027-05-05,Widget D,West,245,61,Female,4.0
2024-12-15,Widget D,East,524,63,Female,4.3
2026-01-26,Widget D,South,413,50,Female,1.9
2023-04-02,Widget C,West,283,63,Female,2.1
2024-09-09,Widget D,North,763,31,Female,1.8
2027-11-01,Widget B,South,812,25,Male,4.1
2025-01-27,Widget B,South,227,65,Female,4.8
2022-05-29,Widget C,North,386,31,Female,3.9
2025-09-14,Widget C,West,922,18,Female,4.5
2025-03-25,Widget D,West,352,33,Female,3.6
2022-07-09,Widget A,South,877,35,Male,2.6
2024-06-01,Widget C,South,799,24,Male,2.7
2028-04-29,Widget C,West,485,32,Male,1.3
2023-02-04,Widget D,West,329,41,Male,1.1
2023-09-01,Widget D,East,370,66,Female,3.8
2026-12-01,Widget C,South,870,68,Female,2.8
2026-06-27,Widget A,South,910,30,Male,3.2
2026-04-25,Widget C,North,514,26,Male,3.2
2027-11-19,Widget D,East,297,32,Female,2.1
2025-10-14,Widget D,West,422,52,Female,2.9
2025-11-04,Widget C,East,155,41,Male,2.9
2024-03-30,Widget A,West,930,50,Male,2.6
2024-03-30,Widget C,West,302,33,Male,4.3
2023-02-24,Widget C,East,882,25,Male,2.8
2022-05-04,Widget D,South,720,46,Female,3.4
2023-02-26,Widget A,West,727,40,Female,4.6
2026-02-17,Widget B,East,703,62,Female,4.5
2026-05-17,Widget A,North,237,48,Male,4.6
2024-02-07,Widget C,East,521,57,Female,2.1
2027-08-07,Widget C,North,914,66,Female,1.1
2028-01-12,Widget C,West,156,31,Male,2.0
2027-11-10,Widget A,East,661,47,Male,2.1
2026-03-30,Widget D,East,170,56,Male,4.6
2026-10-31,Widget C,North,693,44,Male,3.6
2027-08-07,Widget C,East,471,64,Male,1.3
2023-05-25,Widget A,East,716,33,Male,1.5
2025-04-21,Widget B,West,699,68,Female,1.6
2023-01-21,Widget B,East,613,23,Female,3.5
2026-05-17,Widget D,South,971,50,Female,3.9
2028-09-18,Widget D,North,183,61,Female,4.4
2028-04-12,Widget C,East,142,35,Female,4.8
2024-01-12,Widget A,North,765,33,Female,1.8
2027-03-27,Widget C,North,938,29,Male,2.2
2025-12-17,Widget D,North,705,37,Male,2.0
2024-06-19,Widget A,East,909,62,Male,2.4
2027-10-14,Widget A,East,232,57,Female,4.7
2028-03-10,Widget D,North,494,46,Female,3.3
2027-07-03,Widget B,South,164,47,Male,4.0
2022-08-30,Widget B,North,389,43,Male,3.0
2028-07-13,Widget A,South,475,39,Male,1.1
2027-07-14,Widget C,North,868,50,Male,1.3
2022-06-22,Widget B,West,566,56,Male,3.2
2023-11-03,Widget C,North,997,64,Female,3.9
2022-06-13,Widget B,North,312,46,Female,1.9
2023-04-10,Widget B,East,247,39,Female,3.9
2023-05-12,Widget C,South,672,62,Male,4.2
2023-12-01,Widget D,West,570,30,Female,2.6
2028-09-08,Widget B,South,248,26,Male,4.0
2023-12-04,Widget B,West,187,41,Female,2.6
2027-04-25,Widget C,North,423,32,Male,3.7
2028-06-13,Widget D,East,994,53,Male,4.1
2026-11-27,Widget B,East,495,30,Female,5.0
2022-07-02,Widget B,South,889,44,Female,2.4
2023-09-21,Widget D,East,503,61,Female,2.6
2026-09-28,Widget B,South,181,54,Female,1.7
2023-06-30,Widget D,South,740,24,Female,1.8
2026-05-07,Widget D,West,385,25,Male,3.8
2023-09-16,Widget C,South,481,54,Female,4.7
2023-08-17,Widget A,West,964,58,Female,2.6
2024-01-14,Widget D,East,891,31,Male,1.7
2026-11-04,Widget C,South,369,29,Female,2.1
2025-12-30,Widget A,South,391,53,Male,2.8
2027-05-03,Widget B,North,552,69,Female,2.2
2027-08-31,Widget A,South,814,57,Female,1.9
2028-09-10,Widget D,South,123,34,Male,3.9
2022-04-15,Widget D,North,962,57,Female,1.0
2028-02-18,Widget D,North,410,46,Female,3.2
2022-01-17,Widget D,East,560,44,Female,4.2
2023-01-28,Widget D,South,307,18,Female,2.1
2023-03-01,Widget C,East,891,69,Male,3.4
2027-12-17,Widget D,East,816,51,Male,3.7
2023-07-26,Widget C,North,763,21,Female,3.6
2027-09-08,Widget B,West,537,41,Female,2.8
2025-01-25,Widget D,East,637,38,Male,2.4
2022-08-30,Widget D,West,805,50,Male,4.3
2028-03-29,Widget A,South,435,24,Female,4.0
2024-02-28,Widget B,North,521,18,Male,2.3
2023-12-16,Widget D,South,849,58,Male,1.4
2024-01-29,Widget D,South,420,20,Male,1.3
2024-02-15,Widget B,North,596,61,Male,1.4
2028-02-26,Widget C,South,686,68,Female,3.3
2022-03-20,Widget D,North,262,32,Male,1.2
2024-05-05,Widget A,West,910,48,Female,2.3
2025-12-10,Widget D,South,640,33,Female,4.0
2028-11-01,Widget A,North,264,27,Male,2.2
2027-11-05,Widget A,East,948,46,Female,4.1
2027-11-19,Widget D,South,797,23,Female,4.0
2024-10-28,Widget D,West,665,46,Male,2.0
2024-04-24,Widget A,North,394,34,Male,3.9
2022-03-28,Widget B,South,141,39,Male,4.0
2027-09-22,Widget B,South,384,41,Female,2.6
2023-02-12,Widget D,South,486,34,Female,1.8
2026-07-27,Widget C,West,237,38,Female,3.1
2022-05-28,Widget B,North,286,68,Female,4.7
2028-05-13,Widget D,East,815,67,Male,3.6
2022-08-20,Widget B,East,530,28,Female,1.7
2027-05-05,Widget C,East,653,24,Male,3.7
2023-01-01,Widget D,North,961,59,Male,2.7
2026-08-02,Widget C,East,515,56,Male,3.4
2023-03-12,Widget D,West,899,22,Male,3.9
2023-02-03,Widget C,North,525,61,Female,3.1
2025-05-19,Widget B,South,515,65,Male,4.3
2025-11-15,Widget B,West,125,38,Female,3.9
2023-07-17,Widget C,South,470,35,Male,3.5
2028-10-25,Widget C,East,484,52,Male,1.6
2025-07-08,Widget C,West,155,37,Male,4.3
2024-02-12,Widget D,North,352,32,Female,4.7
2028-07-25,Widget B,West,733,22,Male,1.5
2027-07-31,Widget D,South,205,30,Male,3.0
2025-09-05,Widget B,North,229,68,Male,2.0
2027-12-26,Widget A,West,948,29,Male,4.0
2026-04-23,Widget D,West,769,38,Female,3.9
2024-09-18,Widget B,West,475,54,Female,1.6
2028-08-12,Widget B,West,842,23,Male,4.5
2025-05-31,Widget D,North,407,24,Male,1.7
2022-12-26,Widget D,South,190,43,Female,4.2
2024-07-09,Widget B,West,492,59,Female,2.8
2028-07-04,Widget D,North,633,65,Female,2.3
2024-08-20,Widget C,South,901,25,Male,1.6
2027-01-02,Widget D,West,209,26,Female,1.7
2026-06-02,Widget D,South,660,44,Male,3.6
2026-06-29,Widget D,South,740,21,Female,3.2
2028-01-26,Widget B,North,684,38,Female,1.5
2022-08-05,Widget C,South,439,48,Male,1.5
2023-01-13,Widget A,North,664,38,Female,1.3
2022-04-29,Widget A,West,455,57,Male,4.0
2022-07-09,Widget C,South,991,42,Female,3.8
2023-01-05,Widget C,South,267,56,Male,1.2
2026-12-07,Widget C,East,656,32,Female,3.2
2028-01-06,Widget B,West,551,52,Female,1.3
2023-10-14,Widget A,West,204,66,Male,4.6
2027-02-26,Widget C,East,249,60,Male,4.6
2026-02-20,Widget B,East,245,58,Male,3.8
2024-02-09,Widget A,North,815,54,Male,4.7
2028-08-18,Widget D,North,973,59,Female,4.2
2024-02-20,Widget B,South,398,64,Female,4.3
2026-09-13,Widget A,South,266,45,Female,3.3
2028-01-17,Widget B,South,812,31,Female,2.2
2028-07-26,Widget A,South,745,21,Female,1.9
2025-08-04,Widget A,North,822,37,Female,2.3
2025-06-03,Widget D,West,147,51,Male,3.5
2023-06-07,Widget B,South,737,29,Female,1.7
2023-06-06,Widget C,West,338,50,Female,2.0
2024-02-22,Widget D,South,106,41,Male,2.9
2028-05-09,Widget D,East,563,37,Female,1.9
2024-07-24,Widget A,South,552,22,Female,3.4
2028-02-09,Widget C,South,883,55,Female,4.7
2026-08-16,Widget B,South,996,47,Male,4.0
2023-05-03,Widget C,North,470,41,Male,3.7
2027-01-25,Widget C,East,648,60,Female,3.3
2024-04-25,Widget C,South,586,57,Male,3.0
2027-12-12,Widget C,South,310,24,Female,1.7
2028-09-27,Widget C,West,264,53,Female,4.6
2027-06-27,Widget A,East,224,55,Female,2.0
2026-10-15,Widget A,South,436,33,Male,1.4
2023-11-17,Widget D,West,291,69,Female,4.0
2027-12-01,Widget A,West,829,32,Female,1.7
2027-12-10,Widget D,North,313,63,Female,2.5
2026-04-17,Widget D,West,673,40,Female,1.1
2025-05-30,Widget B,South,427,29,Female,1.5
2022-02-08,Widget C,North,480,46,Male,1.7
2024-02-19,Widget A,North,772,61,Female,1.2
2025-06-10,Widget B,South,677,65,Male,3.6
